ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
32,44,20617.952929877316,0.15051553714593302,1,1098,5656,1646,6204
33,29,22414.369449088896,0.04187416397802095,1,236,18644,1397,19805
34,26,24500.52068044881,0.05388124851793768,1,124,6904,1422,8202
35,26,25735.16723124172,0.028465520367045166,1,183,6052,1417,7286
36,57,22786.51011773676,0.015829483349194186,1,316,5356,1427,6467
37,54,35357.68647730995,0.02602449888100724,1,295,6171,2051,7927
38,23,107443.5490708275,0.09105880356175644,0,3,0,0,-3
39,34,26235.59341438239,0.03522034331297873,1,263,6478,1987,8202
40,59,23039.94324270809,0.19437019273555112,0,1,0,0,-1
41,38,27541.195303698274,0.0190285063730723,1,768,23138,2710,25080
42,28,23624.46184452196,0.46621304508641576,1,646,7988,1481,8823
43,62,44067.31559670901,0.16954872804587057,1,436,9734,1770,11068
44,31,32376.16313498982,0.031447046418798856,1,950,5404,2918,7372
45,24,40712.54678065813,0.036185249203756764,1,764,7345,1969,8550
46,60,24843.602998990867,0.05554818279303334,1,835,7536,1805,8506
47,69,21117.944751625382,0.1453677125209678,0,63,0,0,-63
48,33,34571.30483064084,0.04097489811372903,1,569,8468,2270,10169
49,20,20412.86699472715,0.1280631056780518,1,337,6679,1351,7693
50,34,24244.069035838012,0.1310367269374132,1,737,47126,1810,48199
51,18,23497.574299152577,0.11868576370765696,0,9,0,0,-9
52,27,22473.225895455147,0.16143057986513082,1,80,11237,1545,12702
53,20,20024.97934028157,0.0769498863628964,1,1243,5532,1391,5680
54,18,20089.170958515522,0.06650405640595822,1,86,7732,1635,9281
55,58,50139.641701305816,0.013546152249254281,1,320,24186,1481,25347
56,34,21408.434366291003,0.15342353722470006,1,1796,9193,1352,8749
57,40,20529.960616799424,0.13275925324847213,1,237,21330,1983,23076
58,27,25213.165304468817,0.0722671919249722,1,359,9288,2002,10931
59,18,25066.462305203877,0.4378406491919481,1,950,5735,1420,6205
60,21,21103.123359076137,0.6239127654160673,0,71,0,0,-71
61,28,24874.91829810258,0.004664156660623725,1,354,7597,1499,8742
62,20,25810.697975874227,0.17377142463953701,1,304,14785,1647,16128
63,37,47958.252647123336,0.66457888789513,0,109,0,0,-109
64,32,20296.261332375507,0.06344958805958957,0,36,0,0,-36
65,42,24616.03529486823,0.1850152317184124,1,821,13328,1572,14079
66,23,27562.158587432594,0.071025402147238,0,21,0,0,-21
67,26,37698.92329063844,0.13563557654813335,1,575,5372,1563,6360
68,25,24997.096875297822,0.46565142579985913,0,55,0,0,-55
69,56,20918.193571680025,0.023193733062352288,1,247,8657,1466,9876
70,19,22538.693107567047,0.22692468370792995,1,1232,7280,1462,7510
71,29,23154.254945895773,0.1322722770031479,1,549,8349,1406,9206
72,20,80896.18713028975,0.13093310664395913,1,1164,6055,2159,7050
73,57,26306.13677919845,0.0007610070840334596,0,118,0,0,-118
74,33,23745.083525070917,0.08522337159780295,1,895,5805,2121,7031
75,35,23661.204945565216,0.026070721304975168,1,263,9868,1663,11268
76,67,33746.762522303325,0.035722209751747704,1,543,40038,1736,41231
77,31,27157.37394506371,0.08989536053611517,1,491,5715,1979,7203
78,70,28797.877149243857,0.1319980283892137,1,390,20415,2262,22287
79,30,21178.602236716983,0.20337955692882567,0,47,0,0,-47
80,22,52149.359653518535,0.06765186976771846,1,667,6125,2399,7857
81,23,22212.81721883456,0.002979427177243076,1,322,8534,2302,10514
82,33,31049.07073901705,0.04102708487897073,1,154,12129,3506,15481
83,45,36182.239879838395,0.1318652311848034,1,1372,6361,1369,6358
84,20,51631.87346453452,0.11843424456388411,0,4,0,0,-4
85,20,21283.701176457853,0.16808417766881956,1,644,6817,1516,7689
86,61,20761.461788660803,0.10920746821646483,1,161,9359,1832,11030
87,24,29908.113246519748,0.11987548265517768,1,666,6948,1573,7855
88,53,20678.892764595927,0.19618890611935372,0,18,0,0,-18
89,30,29477.37097656025,0.15413707811802158,0,40,0,0,-40
90,21,28736.4387235364,0.03992096816561527,1,598,5941,1705,7048
91,33,24467.751284365335,0.03416263710934653,0,24,0,0,-24
92,63,22849.80450365945,0.05196134983289242,1,569,9583,1337,10351
93,37,24717.37165496374,0.03034783804078384,0,13,0,0,-13
94,21,25531.305057596008,0.0706670453906489,0,21,0,0,-21
95,31,21366.4737586359,0.1581111923052172,1,451,5673,1360,6582
96,28,27137.192316806668,0.1168691601998947,1,87,7399,1350,8662
97,48,22710.175367604068,0.05269856058709838,1,262,6121,1501,7360
98,36,24242.80497731402,0.3615636827302669,0,22,0,0,-22
99,55,33081.09462798211,0.04049401933758497,1,524,5997,1881,7354
100,64,20546.247468095065,0.20847234362537873,1,157,5635,1855,7333
101,31,26836.06692472511,0.07919213558193028,1,391,11370,1705,12684
102,43,53601.55063806001,0.3402857469369229,1,855,60978,1440,61563
103,19,76234.99432385972,0.015828192054509308,1,1295,12685,1813,13203
104,43,26553.208562261818,0.15213666623005492,1,102,6164,1563,7625
105,21,44638.493608835946,0.12243262798569401,1,175,5367,8213,13405
106,18,36714.88687448608,0.004586744175546229,1,1134,5358,1455,5679
107,61,62293.869027931985,0.11260693223028069,0,23,0,0,-23
108,37,30210.259438323195,0.08231421305574177,0,7,0,0,-7
109,36,27421.263026437297,0.22257524695277647,1,315,6247,3137,9069
110,23,30031.516801464888,0.16954568570629858,1,182,7431,5375,12624
111,20,30481.580944354282,0.10726272054369666,1,441,5695,1333,6587
112,42,20667.1146715447,0.04566896285290741,0,32,0,0,-32
113,57,23867.944503222756,0.05565775033376722,1,724,7030,1625,7931
114,30,26717.251952312574,0.020391258956295597,1,2312,10679,2004,10371
115,25,22820.05686776193,0.1789575016944267,1,425,10007,2298,11880
116,32,29136.822911428455,0.025386790360848246,1,58,14283,1626,15851
117,36,21104.832805578462,0.031888537727849484,1,399,5664,1861,7126
118,18,31204.514236132094,0.03125260348489346,1,375,7636,4804,12065
119,63,42638.092068467595,0.1076800718992684,0,14,0,0,-14
120,19,35754.74553288158,0.2500871451612468,1,265,6719,1342,7796
121,18,20223.116294105766,0.05615243809094422,1,300,5769,2561,8030
122,38,23240.188592445375,0.15946626728736696,1,496,5289,1610,6403
123,60,31807.000485007517,0.23252894990473186,1,62,5590,1431,6959
124,30,24094.4201277592,0.2604090356883027,1,378,25020,1448,26090
125,27,27349.84744625787,0.0005225362534315663,1,590,7250,1376,8036
126,27,22744.324759688643,0.042342401208930236,0,224,0,0,-224
127,30,27295.887623853487,0.07401370085667387,1,360,16401,2400,18441
128,51,125719.2890944261,0.2852998371643836,0,18,0,0,-18
129,47,29082.919173412745,0.1756317531971279,0,35,0,0,-35
130,53,21207.20891754356,0.0006598377934720551,1,191,15855,1647,17311
131,21,39208.38236763301,0.088213335903418,0,50,0,0,-50
132,19,20141.81098522538,0.01907015158108774,1,348,7937,3253,10842
133,70,35611.20971316141,0.05529416743337002,1,1393,8563,1732,8902
134,54,25258.23253271877,0.42554892110782094,1,102,6100,2576,8574
135,31,39286.936317663036,0.3974643608348651,1,382,5859,2372,7849
136,30,45238.833995831264,0.18393944868046674,1,173,9833,4057,13717
137,68,21877.174371894394,0.19537144187009198,1,213,5394,2082,7263
138,47,22839.697384386585,0.12979854358645554,1,688,13717,1697,14726
139,30,58180.982783517735,0.08334498149802468,1,149,12637,2005,14493
140,19,22130.92647146322,0.11793430340765439,1,823,6314,1686,7177
141,30,22761.942943962564,0.2071741199905976,1,369,11894,1334,12859
142,21,21212.847476180006,0.005485525625248354,1,267,5926,3992,9651
143,27,25566.804085007057,0.031293038952850356,1,256,5253,1537,6534
144,49,22642.372182056344,0.006701912121585528,1,732,5252,1960,6480
145,25,39211.73215569078,0.043456034766791926,1,853,10886,1396,11429
146,48,21189.04201521114,0.0018352511039296602,1,362,8824,2440,10902
147,38,24101.723786477472,0.02930940694005765,1,150,15372,1637,16859
148,57,24792.490295544725,0.11158890448818996,1,1194,5582,11906,16294
149,21,21004.072545424286,0.3507641370574295,1,325,5417,1517,6609
150,20,29071.799018693877,0.13147538694000074,0,37,0,0,-37
151,42,21020.113341328837,0.1133243979101399,0,61,0,0,-61
152,58,22517.913856400035,0.07770002254526857,0,5,0,0,-5
153,72,41019.53125842684,0.11130876296171742,1,638,5336,2057,6755
154,42,30239.758859949416,0.07007336026281026,1,232,6559,1334,7661
155,46,30725.50455539609,0.024006692675695225,0,6,0,0,-6
156,41,27213.928743280063,0.05068002944883013,0,101,0,0,-101
157,60,37376.493349369564,0.471362556759938,0,12,0,0,-12
158,29,22675.141082941227,0.0418883469536674,1,467,8261,2396,10190
159,23,21091.524426813703,0.08630050234428707,0,17,0,0,-17
160,26,21823.20728831806,0.16381594572839728,1,147,5244,1759,6856
161,21,24768.083081093315,0.10608624982890726,1,465,19542,1565,20642
162,33,33445.08947342906,0.053353098110659816,1,788,9826,1855,10893
163,23,22526.140635514676,0.20147623294948264,1,1268,5251,1804,5787
164,18,30804.833800462176,0.2578122369688568,0,56,0,0,-56
165,31,20556.85684389027,0.012907113220509468,1,1360,20499,1555,20694
166,67,28790.84587137689,0.028038949613996403,1,110,17887,2671,20448
167,51,24771.636051248206,0.2277754746536108,1,1914,6460,1709,6255
168,38,21296.06547274231,0.12031412046820678,1,605,7173,1940,8508
169,58,27374.942492712158,0.09747294845923256,0,22,0,0,-22
170,73,21040.058992023394,0.056965568609055904,1,184,5275,1345,6436
171,50,28558.514502242295,0.0810069511214712,1,2098,11562,1545,11009
172,52,31218.727277224432,0.2511742817262841,1,61,7716,2582,10237
173,38,29345.574935182878,0.04721799017742476,1,525,5955,1386,6816
174,69,22645.44439851942,0.1519810864744463,0,28,0,0,-28
175,50,30925.952176043207,0.022238112288289518,1,277,7618,1445,8786
176,27,34407.89192236022,0.3646093076034043,1,671,6152,2013,7494
177,42,100324.72271858061,0.12915135359582788,1,1277,11087,1452,11262
178,45,20333.60125312992,0.20480724433835715,1,469,8707,1371,9609
179,28,33030.55115192034,0.06137114690226905,1,600,11697,1574,12671
180,28,21480.92182659379,0.2267677888468985,0,122,0,0,-122
181,29,22216.403569238555,0.04408169662054375,1,217,10016,1937,11736
182,21,25574.229944493516,0.15451734319747695,1,828,8593,2336,10101
183,32,23120.904983570344,0.0655820355087361,1,113,6869,1621,8377
184,69,20434.101186282252,0.026538735698724183,1,1131,7823,1720,8412
185,59,25706.86771771875,0.04742927416481669,0,63,0,0,-63
186,22,21660.374646163826,0.08937931184828113,1,452,9695,1872,11115
187,35,29495.89131157967,0.12895027220775696,1,421,6813,1473,7865
188,21,26083.956970710296,0.12117931080331366,1,58,10499,1461,11902
189,44,20308.92442292342,0.18421659237462745,1,674,10302,2561,12189
190,42,21909.102180098205,0.007427240084600467,1,195,5473,2712,7990
191,41,29606.18178176581,0.12708214529604966,0,11,0,0,-11
192,50,37639.89373486771,0.0071130792353422435,1,35,7272,2988,10225
193,30,39911.091909859846,0.006838083618312558,0,7,0,0,-7
194,47,20016.61634988062,0.0295631426219388,1,1129,5539,1335,5745
195,56,42713.977474934145,0.06350409610088904,0,7,0,0,-7
196,30,23930.332624075556,0.17686696682762093,1,146,7007,2986,9847
197,33,20498.91323653919,0.04436077937655004,0,1,0,0,-1
198,70,22554.199462165983,0.33005580684609054,1,747,6393,1387,7033
199,47,22116.04298325102,0.08724911030408607,1,71,6871,2706,9506
200,39,23218.29538393035,0.1090848744119593,1,70,7023,1365,8318
201,24,28488.525058313346,0.1348314816713385,1,367,7711,1457,8801
202,27,22695.740863958028,0.013110512151071346,1,1369,6094,1854,6579
203,19,23116.741322846054,0.40089800501148715,1,354,5336,1888,6870
204,51,20084.100886936263,0.32539561148160523,0,235,0,0,-235
205,75,34103.64500681722,0.02084653090862258,1,464,8521,1411,9468
206,25,32733.98526024345,0.2484920498179649,0,48,0,0,-48
207,70,20955.29836927315,0.14647729715513086,1,20,6687,1597,8264
208,26,20491.810156355587,0.202980079616309,0,37,0,0,-37
209,64,29441.397643431807,0.05561379491693289,1,394,6307,1661,7574
210,39,40587.605278137424,0.04108916025755188,1,56,6475,2321,8740
211,47,31207.78151396575,0.3173448861015772,0,60,0,0,-60
212,46,37377.36686673552,0.18287996083610297,0,88,0,0,-88
213,71,20488.58771959654,0.034905051283905746,1,101,6119,1477,7495
214,55,27824.1082788503,0.12169193023072879,1,565,5729,1435,6599
215,18,22284.159162125023,0.3717069180470301,1,15,32824,2911,35720
216,52,39995.824417762524,0.0574399502982813,1,2249,11047,2235,11033
217,36,28057.30803922937,0.009900303885076808,1,1571,6146,2027,6602
218,20,22542.639158068057,0.13655883090650114,1,172,7367,1852,9047
219,23,24644.55274334583,0.024481574822311624,1,3599,5905,2076,4382
220,26,27452.545606964897,0.004841644068331835,1,228,9757,2017,11546
221,19,25925.62623616054,0.22844606923889152,1,149,5828,1483,7162
222,34,20547.74838053135,0.18482737836788446,1,528,8227,1711,9410
223,21,20504.576466578106,0.03706526842020165,1,823,10551,1715,11443
224,23,33500.63011961452,0.4590573803512857,0,70,0,0,-70
225,54,23318.23353453795,0.027610072435516816,1,132,7342,1448,8658
226,67,45946.88444936644,0.08605896233357192,0,20,0,0,-20
227,61,24818.31953388617,0.0719173330043349,1,81,5448,1739,7106
228,21,96788.3824142,0.06358492815175634,1,1117,6217,1448,6548
229,18,24484.747353893592,0.24984083260724763,1,1247,6542,2348,7643
230,36,23440.613337539104,0.12603535371501942,1,80,5420,1426,6766
231,36,28740.109257860317,0.08997620098769588,0,36,0,0,-36
232,36,23887.5527608259,0.14730668002465416,0,3,0,0,-3
233,36,20202.311204865862,0.12155757708289935,0,59,0,0,-59
234,22,23133.48509043681,0.04972097348606682,1,420,5572,2049,7201
235,75,34767.33829525996,0.2791141365041881,1,209,9901,1880,11572
236,55,28710.999759632836,0.1509320520395284,1,429,5606,1678,6855
237,24,29807.039162406087,0.1366365896482172,1,662,9642,1667,10647
238,19,20420.89829773285,0.1565219616797945,1,743,6833,2625,8715
239,25,39259.116809656116,0.014099761961488596,0,22,0,0,-22
240,36,25972.743339387725,0.028496135017024853,1,1462,6154,1363,6055
241,27,59144.237775212096,0.05021005459373482,1,308,5260,1425,6377
242,67,26445.842198950493,0.22753441456589582,1,454,10218,1928,11692
243,71,25117.44435205539,0.12017443677497161,1,88,7828,1794,9534
244,24,23741.855460117233,0.1723605634401991,1,835,13741,1497,14403
245,26,25661.455516514063,0.17190453443304782,0,36,0,0,-36
246,26,24954.87084624004,0.11716025433282684,1,300,6641,1496,7837
247,38,53273.17693932141,0.13541389759457959,0,15,0,0,-15
248,50,73249.12753971832,0.014792967364425407,1,489,5692,1347,6550
249,68,51643.809891396784,0.13130776778613457,1,431,10719,1867,12155
250,26,39762.11266294904,0.06337822668354381,1,1113,14539,1363,14789
251,25,25303.251828595265,0.08536157390397303,1,469,9066,2035,10632
252,20,50991.0152452261,0.008118772888124836,1,1092,5302,2177,6387
253,22,29560.24008717044,0.17101144251177985,1,378,5807,2137,7566
254,49,22355.26400938495,0.04717815507150912,0,56,0,0,-56
255,33,46627.19629017063,0.04614980973265283,0,62,0,0,-62
256,72,28493.47878932811,0.07891955425468856,1,123,5388,1769,7034
257,43,20618.085300496037,0.07381559557620283,0,29,0,0,-29
258,37,28103.872336788463,0.1920417515865579,1,117,7966,1668,9517
259,19,20701.468956750698,0.05582182948270646,1,730,13077,2890,15237
260,45,22650.80174533747,0.10449032336402606,0,8,0,0,-8
261,75,53613.54166272315,0.08131612397069017,1,350,10504,1347,11501
262,65,25032.4138654281,0.037364621673535,1,283,45552,1538,46807
263,31,23388.352175140855,0.4804037635766134,0,64,0,0,-64
264,62,21964.56082098757,0.1769236496847799,0,6,0,0,-6
265,41,26004.683856463056,0.057750131167771245,1,425,5684,1355,6614
266,66,43074.568044606815,0.049846188309662094,0,5,0,0,-5
267,20,34699.37892487413,0.12490421175098752,1,194,10288,1551,11645
268,21,20531.311502057873,0.12814987476647474,1,203,6570,1575,7942
269,63,42275.42824410982,0.22351373068528754,1,25,20445,1440,21860
270,74,24633.14179666295,0.1660621770716635,0,49,0,0,-49
271,19,21970.60023912959,0.08625684360805386,0,94,0,0,-94
272,69,25997.8561282289,0.15226153547831797,0,2,0,0,-2
273,35,33747.872550292224,0.025232157956504655,0,64,0,0,-64
274,39,30335.376374640975,0.1371532979536282,1,904,6015,1355,6466
275,36,20827.313396219208,0.20905335449934737,1,752,6685,2410,8343
276,19,23663.73652817272,0.06872049643803953,1,254,5569,1345,6660
277,19,20473.5174009883,0.004987545425703928,1,159,10510,1409,11760
278,23,27885.510758644952,0.13107032526869222,1,195,11907,1519,13231
279,56,20181.37890884787,0.11733842737896172,1,187,7654,1448,8915
280,38,28376.378853456226,0.0653031330572532,0,0,0,0,0
281,21,38690.12128378453,0.4419777282426113,0,47,0,0,-47
282,19,29737.762340256024,0.19224500416269627,0,16,0,0,-16
283,25,27731.65066961063,0.11295067851920824,1,351,5288,1400,6337
284,19,20608.800237632757,0.03489355947568382,0,103,0,0,-103
285,18,20261.19440609499,0.09665624728637527,0,103,0,0,-103
286,37,29669.718671540748,0.12379374582703295,1,241,5904,1805,7468
287,74,21523.97358447019,0.002975745603362577,1,389,16260,1632,17503
288,47,20628.64263500208,0.07187029311029983,1,1091,7322,1542,7773
289,47,25500.297084276077,0.19532956528453901,0,19,0,0,-19
290,55,26096.180960190628,0.04682199111721455,0,76,0,0,-76
291,35,25027.666256211534,0.07014075162346041,1,28,22336,1684,23992
292,27,107705.97577723511,0.07686754693886318,1,436,6518,1962,8044
293,47,27056.03929368227,0.1483257401274831,0,47,0,0,-47
294,70,24141.149885901348,0.13441256814749283,1,108,7479,1754,9125
295,44,24473.170850473132,0.18047772007260665,1,187,14146,1528,15487
296,34,31090.491385633126,0.019261246175878478,1,177,5939,2550,8312
297,45,24866.607326521334,0.17844384680555,1,798,6286,2259,7747
298,22,22659.61222408419,0.011950192037630918,1,195,5784,10682,16271
299,19,34892.50682098144,0.013100076028324945,1,388,9706,1485,10803
300,27,24827.851027501154,0.11887819603507122,0,62,0,0,-62
301,37,31211.251867122595,0.0862894033155399,1,309,7984,1779,9454
302,26,22644.01923079729,0.09790885475298164,1,299,7069,1811,8581
303,54,20397.23443785958,0.2040848153485107,1,576,15494,1595,16513
304,19,23852.16953242448,0.13134773532666996,1,911,5843,1511,6443
305,23,32061.81981847999,0.12770119352570194,1,1242,6025,2021,6804
306,53,32575.679326480567,0.04230171792806132,1,286,5452,1335,6501
307,23,20295.79237221347,0.016237638892193512,1,1275,7764,6456,12945
308,37,20250.464740341347,0.01704832472363754,1,81,6293,1493,7705
309,42,21985.307495986403,0.10199063408386891,1,85,6646,2056,8617
310,27,27545.49080537434,0.1710666713688472,1,224,8914,1407,10097
311,39,64764.0648390301,0.0004619924414611795,1,875,8281,1891,9297
312,54,21924.670636582003,0.013069990792179879,1,231,5941,1939,7649
313,60,20539.36609987932,0.10543479499574014,0,10,0,0,-10
314,22,22484.083308232173,0.2875913144998919,0,79,0,0,-79
315,37,21829.669943026987,0.03455421466756649,1,820,41101,1508,41789
316,72,20841.306464676425,0.04312789727459822,1,593,6002,4097,9506
317,27,70454.37150514855,0.12648311549472538,1,132,10568,1428,11864
318,27,47471.707114338875,0.0840840672326505,0,6,0,0,-6
319,42,20381.496734452794,0.08224408444664177,1,522,5260,1654,6392
320,18,38624.84835349657,0.20473699765311837,1,637,8846,1401,9610
321,74,131292.06502661554,0.022747709231921633,1,524,8297,1753,9526
322,23,25427.323345550147,0.007409659954085767,1,646,7458,1858,8670
323,56,22859.881297277305,0.19355111034310704,1,536,5500,1346,6310
324,73,21535.992259594357,0.26398279721143814,1,210,46837,2638,49265
325,20,35963.125238919936,0.09435372452245087,1,3338,11180,2012,9854
326,51,26157.501303570472,0.22803118328246114,0,35,0,0,-35
327,34,42540.55372050562,0.2672155708510023,1,70,8277,1906,10113
328,57,21847.77394670838,0.02904018571596261,1,408,8544,1426,9562
329,71,40414.21229488504,0.18393387161853855,1,1912,12168,2305,12561
330,75,22263.246214094375,0.11005066209161168,1,827,11681,1424,12278
331,31,21415.252266853608,0.22169076500110899,1,730,6479,1577,7326
332,71,20105.449385962766,0.2640752021957247,0,33,0,0,-33
333,26,43360.31880970337,0.023897836031159195,1,253,5520,2189,7456
334,40,27477.183294071107,0.23423348288222207,0,53,0,0,-53
335,48,24464.659304159148,0.03732196952673862,1,630,6973,1415,7758
336,51,20986.307787121983,0.1469671846980963,0,67,0,0,-67
337,41,20781.990478881115,0.013716430777595765,0,27,0,0,-27
338,23,21015.543987275443,0.0742238828797977,1,592,5921,1588,6917
339,40,20288.720935138885,0.16474207041578254,0,15,0,0,-15
340,61,20096.61955767698,0.03821055406276279,1,331,11032,1347,12048
341,38,25420.09365388136,0.05835812683302681,1,163,11826,1339,13002
342,70,30267.278195043375,0.2909745318351422,0,146,0,0,-146
343,69,31068.81213830513,0.19218386806215504,1,1030,9712,5605,14287
344,59,24058.39105133697,0.048783342054279755,1,171,11862,8123,19814
345,61,28726.863357599777,0.14407810337957555,1,172,37725,1449,39002
346,18,21535.331019799305,0.005999854365745721,0,39,0,0,-39
347,18,23729.56277645789,0.25800478267157195,1,981,7965,1801,8785
348,57,32581.726679985157,0.055943405946452966,1,729,12930,1952,14153
349,20,24301.69609900276,0.00923960461826292,1,172,6411,1676,7915
350,48,21029.058985766165,0.1422536457468369,1,339,5253,1463,6377
351,67,44704.726056018684,0.17548570328969249,0,7,0,0,-7
352,40,33897.384850211674,0.011614611548322126,1,872,6895,1946,7969
353,43,25287.976944625887,0.06439233471458163,0,7,0,0,-7
354,41,27653.370457129207,0.1845252326018622,1,221,6524,2234,8537
355,23,34334.344525830435,0.020223213214147658,0,27,0,0,-27
356,43,21022.939117608796,0.4298066978550256,1,817,5556,1500,6239
357,72,22090.852542743287,0.0273770586718862,1,383,6096,2032,7745
358,41,22348.244186734235,0.1337268816269183,0,5,0,0,-5
359,54,24107.854287083697,0.12656209475573924,0,13,0,0,-13
360,31,52534.48834426574,0.2922345503111803,1,233,8404,1817,9988
361,32,25389.453679578615,0.013002659745316975,1,779,5852,1568,6641
362,58,24211.0406084359,0.23302685701687195,1,534,15864,1994,17324
363,29,25728.800192544946,0.2342552790954979,0,159,0,0,-159
364,68,22415.82681039656,0.207152292308161,1,65,5890,1842,7667
365,19,23088.93604296712,0.007932494064644066,1,107,12031,1342,13266
366,72,40294.207921525645,0.18875878649946942,1,505,5342,1630,6467
367,24,34091.34189814814,0.11271120948576943,0,25,0,0,-25
368,29,20028.54654337401,0.12518167031410807,0,69,0,0,-69
369,30,32980.87253475247,0.2930356117970577,0,17,0,0,-17
370,35,50164.47585570114,0.17366790239370672,1,107,12441,1806,14140
371,35,23966.903555393714,0.15507336592367738,1,1139,6892,2461,8214
372,22,22338.171194207167,0.11828040880343436,1,1143,6096,1577,6530
373,64,25132.59601487972,0.10026250724737679,0,6,0,0,-6
374,21,22521.20287891065,0.0251317944313235,1,337,5334,1838,6835
375,20,22402.213974854167,0.0491324468130231,1,1485,11520,1342,11377
376,32,30287.821024202116,0.24581842549230054,0,17,0,0,-17
377,48,26606.671810843454,0.11309598037780837,1,421,5294,1797,6670
378,27,22351.76857551822,0.09553907060729934,0,45,0,0,-45
379,48,26130.904592144474,0.0698801312268479,1,362,5891,1797,7326
380,24,20003.536775299814,0.03992708732569171,1,140,6572,1726,8158
381,58,24243.035215923454,0.1367716106018808,1,2353,5490,1553,4690
382,68,24108.200513130192,0.196568414216467,1,302,7105,2807,9610
383,18,26172.539897010734,0.1182719005697231,1,463,7535,3889,10961
384,64,21228.61143207713,0.05038524487009985,1,230,5871,1624,7265
385,19,30635.40210142707,0.06230992441220437,0,24,0,0,-24
386,67,30754.527875625965,0.2459201289402414,1,179,5238,1662,6721
387,61,30526.233730616146,0.0429939527790501,1,500,5631,3552,8683
388,69,24102.37477371042,0.23373695850673332,0,106,0,0,-106
389,54,20903.962077050794,0.12468864160491379,1,777,5271,3642,8136
390,22,26236.444853884677,0.06917682151537395,1,47,17665,2203,19821
391,55,26251.89820623434,0.021060810479273974,1,356,6106,1436,7186
392,43,25065.379007488806,0.04678422660353402,1,617,11634,1865,12882
393,31,27710.89742063472,0.09563615720655425,1,240,7490,2847,10097
394,18,22887.444407345043,0.2745075418212774,0,162,0,0,-162
395,43,20538.721165152925,0.23709423169224844,0,3,0,0,-3
396,27,20501.93733999401,0.07391281373858771,1,816,9226,1542,9952
397,28,22456.298452975312,0.011782490406957762,1,374,12613,1352,13591
398,38,59753.254199830604,0.34616675952959414,0,141,0,0,-141
399,36,20265.776878747554,0.0906595038019757,1,1135,6007,1347,6219
400,39,23181.920195012506,0.11149281070654564,1,180,8026,1338,9184
401,19,23706.669787323903,0.11880419232073458,1,219,5715,1718,7214
402,27,34159.901513032535,0.03884897221631885,1,114,5268,1516,6670
403,25,47874.44159927497,0.14270415228830674,1,1130,6992,1549,7411
404,32,22331.43332833642,0.028026266814694258,1,1473,5778,1780,6085
405,45,25025.54005342024,0.0990584862789729,1,114,6361,1397,7644
406,32,31315.9772488197,0.08484984687057091,1,32,5264,10919,16151
407,22,37513.45672182815,0.16914179296250656,1,535,5839,1377,6681
408,18,25336.725575111795,0.05892512126157519,0,18,0,0,-18
409,46,20669.180697954107,0.023873201069674423,1,591,26380,1479,27268
410,65,20250.307756529943,0.07415209583090278,1,163,10559,1661,12057
411,44,25330.29896263284,0.1598041785177603,1,532,7162,4106,10736
412,18,20902.256527380745,0.16054334739470236,0,8,0,0,-8
413,23,22735.23623589087,0.13879927691313562,1,733,5890,1917,7074
